StartDate,EndDate,Status_x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID,Submission id,Participant id,Status_y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Religious affiliation,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1/17/2025 10:00,1/17/2025 10:07,IP Address,31.205.209.246,100,426,TRUE,1/17/2025 10:07,R_8fwZ6Jh28eiy29b,,,,,52.6407,-1.1354,anonymous,ZH-T,65ad35a96f13be31e82d4d70,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,may decrease,may decrease,may decrease,very likely to decrease,may decrease,very likely to increase,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,may decrease,may decrease,65ad35a96f13be31e82d4d70,678a707aa81a5f0abb4b8850,65ad35a96f13be31e82d4d70,AWAITING REVIEW,Not Applicable,2025-01-17T15:00:15.627000Z,2025-01-17T15:07:56.100000Z,,2025-01-17T15:07:57.228175Z,461,NOCODE,318,"English, Hindi, Gujarati",Hinduism,Yes. Both public and private,19,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
1/17/2025 11:52,1/17/2025 11:56,IP Address,73.80.203.104,100,225,TRUE,1/17/2025 11:56,R_6QJbzoNF7t6orPJ,,,,,40.4327,-74.4197,anonymous,ZH-T,677d99129a69144291bf24bd,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,definitely increase,may decrease,may decrease,may decrease,may decrease,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,very likely to increase,very likely to decrease,very likely to decrease,677d99129a69144291bf24bd,678a8ad1267755c358c857aa,677d99129a69144291bf24bd,AWAITING REVIEW,Not Applicable,2025-01-17T16:52:41.522000Z,2025-01-17T16:57:16.056000Z,,2025-01-17T16:57:55.169760Z,275,NOCODE,28,"English, Hindi",Hinduism,Yes. Both public and private,39,Female,Asian,United Arab Emirates,United States,United States,Hindi,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1/17/2025 12:56,1/17/2025 13:02,IP Address,41.116.66.126,100,337,TRUE,1/17/2025 13:02,R_8S6b5onlpg58taV,,,,,-26.2309,28.0583,anonymous,ZH-T,6787f030489873f74b7f3ec0,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,remain the same,may increase,remain the same,remain the same,may increase,may increase,may increase,may increase,may increase,may increase,may increase,may increase,remain the same,may increase,6787f030489873f74b7f3ec0,678a99ae797f9e451e6da924,6787f030489873f74b7f3ec0,AWAITING REVIEW,Not Applicable,2025-01-17T17:56:16.871000Z,2025-01-17T18:02:43.323000Z,,2025-01-17T18:02:43.966761Z,387,6787f030489873f74b7f3ec0,2,"Afrikaans, English, Dutch, German, French, Chinese, Korean",Hinduism,Yes. Both public and private,63,Female,Black,Ireland,South Africa,South Africa,English,Yes,Full-Time
1/18/2025 1:19,1/18/2025 1:31,IP Address,154.72.11.125,100,706,TRUE,1/18/2025 1:31,R_8iL9qalMVLsDj93,,,,,-29.8553,31.0428,anonymous,ZH-T,6685610ca1db2b01cb8bc6fb,strongly believe,high school,Once a week,Yes,may decrease,may increase,may decrease,may increase,may increase,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,very likely to increase,6685610ca1db2b01cb8bc6fb,678b47e97cd2b3ce8d1fe831,6685610ca1db2b01cb8bc6fb,AWAITING REVIEW,Not Applicable,2025-01-18T06:19:27.806000Z,2025-01-18T06:31:55.561000Z,,2025-01-18T06:31:56.154573Z,748,NOCODE,26,English,Hinduism,Yes. Both public and private,24,Male,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/18/2025 6:20,1/18/2025 6:27,IP Address,47.72.227.227,100,441,TRUE,1/18/2025 6:27,R_4tNBIkiEwpHFJn3,,,,,-35.696,174.2963,anonymous,ZH-T,614acd2b233bf1be4de163b2,unsure,undergraduate (college/University),2-3 times a year,Yes,remain the same,may increase,remain the same,very likely to increase,may decrease,may increase,very likely to increase,definitely increase,very likely to increase,definitely increase,remain the same,may increase,remain the same,remain the same,may decrease,stay the same,614acd2b233bf1be4de163b2,678b8e7ed3288dabe653e13f,614acd2b233bf1be4de163b2,AWAITING REVIEW,Not Applicable,2025-01-18T11:20:30.796000Z,2025-01-18T11:28:28.325000Z,,2025-01-18T11:28:28.854129Z,478,NOCODE,165,English,Hinduism,Yes. Both public and private,37,Female,Other,Fiji,New Zealand,New Zealand,Other,No,Full-Time
1/18/2025 8:01,1/18/2025 8:04,IP Address,82.42.136.180,100,196,TRUE,1/18/2025 8:04,R_87p270Hm6vHUR8Z,,,,,50.478,-3.5182,anonymous,ZH-T,60feca9223aed7b785e6018d,somewhat believe,undergraduate (college/University),Once a week,Yes,may decrease,may decrease,may increase,may increase,remain the same,remain the same,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may decrease,may decrease,60feca9223aed7b785e6018d,678ba60f9c1d6fd1fa557f45,60feca9223aed7b785e6018d,AWAITING REVIEW,Not Applicable,2025-01-18T13:01:10.141000Z,2025-01-18T13:04:39.414000Z,,2025-01-18T13:05:43.716984Z,210,NOCODE,409,English,Hinduism,Yes. Both public and private,22,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Due to start a new job within the next month
1/18/2025 12:55,1/18/2025 13:00,IP Address,99.235.64.156,100,294,TRUE,1/18/2025 13:00,R_3dz484uMuPPLthR,,,,,43.6661,-79.8065,anonymous,ZH-T,6648e9264880fad56eebf485,somewhat believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,very likely to decrease,remain the same,may decrease,may decrease,very likely to increase,definitely increase,will definitely increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,may decrease,definitely increase,6648e9264880fad56eebf485,678beb1edefff8c90722a95a,6648e9264880fad56eebf485,AWAITING REVIEW,Not Applicable,2025-01-18T17:55:42.314000Z,2025-01-18T18:01:52.882000Z,,2025-01-18T18:01:54.000772Z,371,NOCODE,125,"English, Hindi",Hinduism,Yes. Both public and private,25,Female,Asian,India,Canada,India,Hindi,Yes,DATA_EXPIRED
1/18/2025 13:52,1/18/2025 13:57,IP Address,41.135.208.237,100,302,TRUE,1/18/2025 13:57,R_2omY2z40mkOYIZH,,,,,-29.8427,31.0141,anonymous,ZH-T,616d2e8a496c98456ac8ed45,strongly believe,undergraduate (college/University),Daily or more,Yes,very likely to decrease,may decrease,remain the same,may increase,very likely to decrease,very likely to increase,definitely increase,definitely increase,will definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may decrease,may decrease,616d2e8a496c98456ac8ed45,678bf8526e32ea110dfe010b,616d2e8a496c98456ac8ed45,AWAITING REVIEW,Not Applicable,2025-01-18T18:52:12.254000Z,2025-01-18T18:57:44.998000Z,,2025-01-18T18:57:45.583960Z,333,NOCODE,175,English,Hinduism,Yes. Both public and private,29,Female,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/18/2025 15:33,1/18/2025 15:36,IP Address,41.121.74.95,100,170,TRUE,1/18/2025 15:36,R_8pRc2iniMErTxeX,,,,,-25.757,28.1443,anonymous,ZH-T,66854d012ad338614937cbed,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely decrease,very likely to decrease,may increase,may increase,may decrease,may decrease,definitely increase,remain the same,will definitely increase,definitely increase,definitely increase,remain the same,very likely to increase,very likely to increase,may decrease,stay the same,66854d012ad338614937cbed,678c100667bd554899a55b2f,66854d012ad338614937cbed,AWAITING REVIEW,Not Applicable,2025-01-18T20:33:50.641000Z,2025-01-18T20:37:09.803000Z,,2025-01-18T20:37:10.382388Z,200,NOCODE,121,"Afrikaans, Dutch, English",Hinduism,Yes. Both public and private,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
1/18/2025 15:42,1/18/2025 15:46,IP Address,189.203.36.95,100,223,TRUE,1/18/2025 15:46,R_14IvNqqOSzLV6FU,,,,,19.4846,-99.1091,anonymous,ZH-T,65a2ac223830fdcc6796e90c,somewhat disbelieve,graduate school (postgraduate),2-3 times a year,Yes,definitely decrease,very likely to increase,remain the same,very likely to increase,may decrease,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,remain the same,remain the same,may increase,definitely increase,definitely decrease,definitely decrease,65a2ac223830fdcc6796e90c,678c122aaaebc0932a8d7540,65a2ac223830fdcc6796e90c,AWAITING REVIEW,Not Applicable,2025-01-18T20:42:18.017000Z,2025-01-18T20:48:51.242000Z,,2025-01-18T20:48:51.788747Z,394,NOCODE,46,"English, Tamil",Hinduism,Yes. Both public and private,31,Male,Asian,India,Mexico,India,Tamil,Yes,Full-Time
1/18/2025 16:21,1/18/2025 16:24,IP Address,5.151.120.187,100,159,TRUE,1/18/2025 16:24,R_8guvUbCNUZpQWsL,,,,,51.5466,-0.1232,anonymous,ZH-T,6753a721905502ad1af119b6,somewhat disbelieve,undergraduate (college/University),Once a month,Yes,definitely decrease,definitely decrease,may decrease,remain the same,very likely to decrease,very likely to decrease,may increase,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,definitely decrease,very likely to decrease,6753a721905502ad1af119b6,678c1b643d0965c7126526f7,6753a721905502ad1af119b6,AWAITING REVIEW,Not Applicable,2025-01-18T21:21:44.483000Z,2025-01-18T21:24:42.872000Z,,2025-01-18T21:24:43.443494Z,179,NOCODE,28,English,Hinduism,Yes. Both public and private,19,Male,Asian,India,United Kingdom,United Kingdom,English,Yes,Other
1/18/2025 16:28,1/18/2025 16:31,IP Address,174.3.224.102,100,204,TRUE,1/18/2025 16:31,R_32bgnhwC1zXt4KS,,,,,53.52,-113.5319,anonymous,ZH-T,665e7a226eba582f0b13e4ac,strongly believe,graduate school (postgraduate),Once a month,Yes,may decrease,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,may increase,remain the same,remain the same,remain the same,remain the same,remain the same,may decrease,may increase,665e7a226eba582f0b13e4ac,678c1cea764f10428f470882,665e7a226eba582f0b13e4ac,AWAITING REVIEW,Not Applicable,2025-01-18T21:28:17.107000Z,2025-01-18T21:32:10.782000Z,,2025-01-18T21:32:11.658984Z,234,665e7a226eba582f0b13e4ac,12,"English, Hindi, Urdu, Telugu, Tamil",Hinduism,Yes. Both public and private,29,Male,Other,India,Canada,India,Telugu,Yes,Unemployed (and job seeking)
1/18/2025 17:01,1/18/2025 17:04,IP Address,99.235.183.156,100,195,TRUE,1/18/2025 17:04,R_6IL7gwTUSdBslVJ,,,,,43.7941,-79.7011,anonymous,ZH-T,65122b44265e132852954d38,strongly believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,remain the same,remain the same,remain the same,may increase,very likely to increase,may increase,may increase,may increase,may increase,may increase,remain the same,remain the same,may decrease,stay the same,65122b44265e132852954d38,678c24a376439998538586d3,65122b44265e132852954d38,AWAITING REVIEW,Not Applicable,2025-01-18T22:01:07.152000Z,2025-01-18T22:05:37.444000Z,,2025-01-18T22:05:38.385084Z,271,NOCODE,57,"English, Hindi",Hinduism,Yes. Both public and private,32,Male,Asian,India,Canada,Canada,Hindi,No,Full-Time
1/18/2025 23:39,1/18/2025 23:41,IP Address,174.225.85.40,100,102,TRUE,1/18/2025 23:41,R_5VDwhHE8EIP5X2q,,,,,28.5788,-81.4396,anonymous,ZH-T,67294473dbb580a0ca93f60f,strongly believe,undergraduate (college/University),Once a month,Yes,remain the same,may increase,remain the same,may increase,remain the same,very likely to increase,definitely increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,very likely to increase,definitely increase,remain the same,may increase,67294473dbb580a0ca93f60f,678c821789c13a4a7ce489bc,67294473dbb580a0ca93f60f,AWAITING REVIEW,Not Applicable,2025-01-19T04:39:57.281000Z,2025-01-19T04:41:57.059000Z,,2025-01-19T04:41:57.678442Z,120,NOCODE,122,"English, Spanish, Italian, Hindi",Hinduism,Yes. Both public and private,39,Female,White,United States,United States,United States,English,No,Part-Time
1/19/2025 6:09,1/19/2025 6:13,IP Address,81.111.16.83,100,252,TRUE,1/19/2025 6:13,R_8mn6Dcli4YkLdJL,,,,,51.5646,0.0898,anonymous,ZH-T,582468295f4d1c0001c7c467,strongly believe,undergraduate (college/University),Once a month,Yes,may decrease,may increase,very likely to decrease,may increase,very likely to decrease,may increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,may increase,may increase,may increase,may decrease,very likely to increase,582468295f4d1c0001c7c467,678cdd530e75be5bd2026dfc,582468295f4d1c0001c7c467,AWAITING REVIEW,Not Applicable,2025-01-19T11:09:10.373000Z,2025-01-19T11:13:37.742000Z,,2025-01-19T11:13:38.283329Z,268,NOCODE,1540,English,Hinduism,Yes. Both public and private,30,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1/19/2025 7:23,1/19/2025 7:25,IP Address,49.47.243.132,100,154,TRUE,1/19/2025 7:25,R_4SaJKEEZffXm14R,,,,,13.0895,80.2739,anonymous,ZH-T,65f34fa7aeefc7a239b0146d,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,remain the same,remain the same,remain the same,remain the same,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,remain the same,remain the same,remain the same,stay the same,65f34fa7aeefc7a239b0146d,678cee9f42b3a8d014abbe21,65f34fa7aeefc7a239b0146d,AWAITING REVIEW,Not Applicable,2025-01-19T12:23:02.295000Z,2025-01-19T12:25:53.703000Z,,2025-01-19T12:25:54.364594Z,172,NOCODE,46,"Malayalam, Telugu, Tamil, English, Hindi",Hinduism,Yes. Both public and private,19,Male,Other,India,India,India,Tamil,Yes,DATA_EXPIRED
1/19/2025 8:25,1/19/2025 8:27,IP Address,86.15.56.200,100,105,TRUE,1/19/2025 8:27,R_2g4Pt2KawSrTeUa,,,,,51.5368,-0.6718,anonymous,ZH-T,674d99d518c3fcf40eb490b9,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,may increase,may decrease,remain the same,very likely to decrease,may decrease,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may increase,may increase,may increase,very likely to decrease,stay the same,674d99d518c3fcf40eb490b9,678cfd416f2e1cb054ca5f78,674d99d518c3fcf40eb490b9,AWAITING REVIEW,Not Applicable,2025-01-19T13:25:25.843000Z,2025-01-19T13:28:05.841000Z,,2025-01-19T13:28:06.582034Z,160,NOCODE,44,English,Hinduism,Yes. Both public and private,19,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
1/19/2025 10:10,1/19/2025 10:18,IP Address,102.132.35.251,100,479,TRUE,1/19/2025 10:18,R_21fi1IlPNQ4cMb7,,,,,-29.8427,31.0141,anonymous,ZH-T,60e90aab709a140d20fd48aa,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,may increase,may decrease,may decrease,very likely to decrease,may decrease,definitely increase,very likely to increase,very likely to increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,remain the same,stay the same,60e90aab709a140d20fd48aa,678d1577a4f2ffd5e85a3eaf,60e90aab709a140d20fd48aa,AWAITING REVIEW,Not Applicable,2025-01-19T15:10:40.808000Z,2025-01-19T15:22:45.351000Z,,2025-01-19T15:22:46.206486Z,725,NOCODE,115,English,Hinduism,Yes. Both public and private,29,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/19/2025 10:19,1/19/2025 10:22,IP Address,102.132.35.251,100,184,TRUE,1/19/2025 10:22,R_8w4V4Bss3WiPwvW,,,,,-29.8427,31.0141,anonymous,ZH-T,60e90aab709a140d20fd48aa,strongly believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,very likely to decrease,very likely to decrease,may decrease,may decrease,definitely increase,definitely increase,will definitely increase,definitely increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,stay the same,60e90aab709a140d20fd48aa,678d1577a4f2ffd5e85a3eaf,60e90aab709a140d20fd48aa,AWAITING REVIEW,Not Applicable,2025-01-19T15:10:40.808000Z,2025-01-19T15:22:45.351000Z,,2025-01-19T15:22:46.206486Z,725,NOCODE,115,English,Hinduism,Yes. Both public and private,29,Female,Asian,South Africa,South Africa,South Africa,English,No,Full-Time
1/19/2025 10:18,1/19/2025 10:21,IP Address,81.105.17.1,100,230,TRUE,1/19/2025 10:22,R_8Jx89o4OY0UTNrl,,,,,51.5943,-0.2491,anonymous,ZH-T,66b66d5dac83b9015c1268a0,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely decrease,definitely decrease,definitely decrease,definitely decrease,definitely decrease,definitely decrease,definitely increase,definitely increase,will definitely increase,definitely increase,may increase,definitely increase,definitely increase,very likely to increase,definitely decrease,definitely decrease,66b66d5dac83b9015c1268a0,678d17a99d2f1676368d832b,66b66d5dac83b9015c1268a0,AWAITING REVIEW,Not Applicable,2025-01-19T15:18:06.752000Z,2025-01-19T15:22:12.210000Z,,2025-01-19T15:22:12.820895Z,246,NOCODE,24,"English, Hindi, Nepali",Hinduism,Yes. Both public and private,26,Female,Asian,Nepal,United Kingdom,Nepal,English,No,Part-Time
1/19/2025 11:56,1/19/2025 11:58,IP Address,80.43.25.195,100,125,TRUE,1/19/2025 11:58,R_2hytRow5LEq2y0K,,,,,51.536,-0.0925,anonymous,ZH-T,66af82154ccf95008a7cb48d,somewhat believe,undergraduate (college/University),Daily or more,Yes,may decrease,very likely to increase,very likely to decrease,may decrease,may decrease,definitely increase,may decrease,may increase,very likely to increase,remain the same,may increase,may increase,remain the same,very likely to increase,may decrease,very likely to increase,66af82154ccf95008a7cb48d,678d2ec8a5941b11213194c1,66af82154ccf95008a7cb48d,AWAITING REVIEW,Not Applicable,2025-01-19T16:56:47.724000Z,2025-01-19T16:59:08.823000Z,,2025-01-19T16:59:09.767325Z,142,NOCODE,89,English,Hinduism,Yes. Both public and private,22,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
1/19/2025 14:31,1/19/2025 14:35,IP Address,86.148.90.245,100,242,TRUE,1/19/2025 14:35,R_8QEq4ySreqS0F4t,,,,,51.3904,-0.0992,anonymous,ZH-T,665daa0b432c3a3ad423ea34,somewhat believe,graduate school (postgraduate),Once a week,Yes,very likely to decrease,may increase,very likely to decrease,may increase,very likely to decrease,may increase,very likely to increase,very likely to increase,will definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely decrease,may decrease,665daa0b432c3a3ad423ea34,678d530cb18a62d955652272,665daa0b432c3a3ad423ea34,AWAITING REVIEW,Not Applicable,2025-01-19T19:31:30.900000Z,2025-01-19T19:35:50.081000Z,,2025-01-19T19:35:50.643080Z,260,NOCODE,29,"Hindi, English",Hinduism,Yes. Both public and private,24,Female,Asian,India,United Kingdom,India,English,No,Unemployed (and job seeking)
1/19/2025 14:50,1/19/2025 14:56,IP Address,142.114.248.125,100,349,TRUE,1/19/2025 14:56,R_3RHWlROTp8lwH3r,,,,,42.9547,-82.281,anonymous,ZH-T,66704038ed9c2e159e7121a3,somewhat believe,undergraduate (college/University),Once a month,Yes,remain the same,remain the same,remain the same,may increase,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to decrease,remain the same,may increase,may increase,may increase,may increase,very likely to decrease,stay the same,66704038ed9c2e159e7121a3,678d57674a4c250177bd71a2,66704038ed9c2e159e7121a3,AWAITING REVIEW,Not Applicable,2025-01-19T19:50:04.378000Z,2025-01-19T19:57:14.089000Z,,2025-01-19T19:57:14.692651Z,430,NOCODE,112,"Hindi, English, Nepali",Hinduism,Yes. Both public and private,24,Female,Asian,Nepal,Canada,Nepal,English,Yes,DATA_EXPIRED
1/19/2025 14:50,1/19/2025 14:56,IP Address,72.136.111.189,100,382,TRUE,1/19/2025 14:56,R_7ltxMUV2e4Abo9w,,,,,43.7941,-79.7011,anonymous,ZH-T,65cc041f70b1949ced29d0dc,somewhat believe,undergraduate (college/University),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,very likely to decrease,remain the same,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,remain the same,remain the same,remain the same,stay the same,65cc041f70b1949ced29d0dc,678d575e74c6a54d8f4cb4b2,65cc041f70b1949ced29d0dc,AWAITING REVIEW,Not Applicable,2025-01-19T19:49:56.608000Z,2025-01-19T19:57:48.268000Z,,2025-01-19T19:57:48.884499Z,472,NOCODE,304,"English, Nepali, Hindi",Hinduism,Yes. Both public and private,29,Male,Asian,Nepal,Canada,Nepal,English,Yes,Full-Time
1/19/2025 19:40,1/19/2025 19:42,IP Address,172.56.164.215,100,137,TRUE,1/19/2025 19:42,R_16i408tIMACFU4x,,,,,40.7035,-73.9235,anonymous,ZH-T,611081f304a53746cf045008,strongly believe,undergraduate (college/University),Once a month,Yes,may decrease,may increase,very likely to decrease,remain the same,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,definitely increase,very likely to increase,definitely increase,may increase,very likely to increase,may decrease,may increase,611081f304a53746cf045008,678d9b657f8149ba6859316c,611081f304a53746cf045008,AWAITING REVIEW,Not Applicable,2025-01-20T00:40:11.262000Z,2025-01-20T00:43:00.430000Z,,2025-01-20T00:43:01.367754Z,170,NOCODE,660,"English, Hindi, Urdu",Hinduism,Yes. Both public and private,21,Female,Asian,United States,United States,India,English,Yes,Other
1/20/2025 3:14,1/20/2025 3:19,IP Address,112.196.126.3,100,324,TRUE,1/20/2025 3:19,R_4375b4xcGCF5lxB,,,,,30.3388,76.3906,anonymous,ZH-T,66cc2f6b29e936180ae8fbd9,strongly believe,graduate school (postgraduate),Once a week,Yes,may decrease,remain the same,may decrease,may decrease,may decrease,may decrease,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,remain the same,may decrease,may decrease,66cc2f6b29e936180ae8fbd9,678e05c195e4aba0ea86b6ee,66cc2f6b29e936180ae8fbd9,AWAITING REVIEW,Not Applicable,2025-01-20T08:14:01.432000Z,2025-01-20T08:19:52Z,,2025-01-20T08:19:53.687347Z,351,NOCODE,26,"Hindi, English, Punjabi",Hinduism,Yes. Both public and private,27,Female,Asian,India,India,India,English,Yes,Full-Time
1/20/2025 3:20,1/20/2025 3:21,IP Address,193.63.24.41,100,89,TRUE,1/20/2025 3:21,R_8DAbJorNv1GKtMJ,,,,,51.5201,-0.2707,anonymous,ZH-T,669e585daa0d66a28d607c5e,somewhat believe,graduate school (postgraduate),Daily or more,Yes,remain the same,very likely to increase,may increase,may increase,remain the same,remain the same,may increase,may increase,remain the same,remain the same,remain the same,may increase,may increase,may increase,very likely to increase,stay the same,669e585daa0d66a28d607c5e,678e06f3880dc11090c488c3,669e585daa0d66a28d607c5e,AWAITING REVIEW,Not Applicable,2025-01-20T08:19:04.081000Z,2025-01-20T08:21:59.934000Z,,2025-01-20T08:22:00.665606Z,176,NOCODE,350,English,Hinduism,Yes. Both public and private,27,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
1/20/2025 11:11,1/20/2025 11:14,IP Address,130.126.255.154,100,175,TRUE,1/20/2025 11:14,R_3imMMgglHWvSvSh,,,,,40.1047,-88.2062,anonymous,ZH-T,5de79f571d61c97067154a5c,somewhat believe,undergraduate (college/University),Once a month,Yes,very likely to decrease,may decrease,very likely to decrease,may decrease,very likely to decrease,definitely decrease,very likely to increase,definitely increase,may increase,remain the same,very likely to increase,may increase,very likely to increase,may increase,very likely to decrease,may decrease,5de79f571d61c97067154a5c,678e75acb09eb76fd905548b,5de79f571d61c97067154a5c,AWAITING REVIEW,Not Applicable,2025-01-20T16:11:44.677000Z,2025-01-20T16:14:52.131000Z,,2025-01-20T16:14:52.788486Z,188,NOCODE,541,English,Hinduism,Yes. Both public and private,51,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
1/20/2025 18:39,1/20/2025 18:48,IP Address,142.184.55.255,100,513,TRUE,1/20/2025 18:48,R_12RqCxl5rJY4Pth,,,,,45.4336,-75.6825,anonymous,ZH-T,5f5ae3d852e4271f2ccc33ec,somewhat believe,undergraduate (college/University),Once a week,Yes,remain the same,may increase,may decrease,very likely to increase,may decrease,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,remain the same,remain the same,remain the same,may decrease,very likely to increase,5f5ae3d852e4271f2ccc33ec,678edecc8c7b957072fd3060,5f5ae3d852e4271f2ccc33ec,AWAITING REVIEW,Not Applicable,2025-01-20T23:39:56.069000Z,2025-01-20T23:48:49.345000Z,,2025-01-20T23:48:49.873848Z,534,NOCODE,320,"English, Tamil",Hinduism,Yes. Both public and private,42,Male,Asian,India,Canada,India,English,No,Full-Time
1/20/2025 23:38,1/20/2025 23:40,IP Address,108.39.38.88,100,96,TRUE,1/20/2025 23:40,R_1SCUbGwAPaWdf9G,,,,,37.0737,-76.4988,anonymous,ZH-T,66d2ab029f1a518c6aa31141,somewhat believe,graduate school (postgraduate),Once a few months,Yes,may decrease,may decrease,may decrease,may increase,may decrease,may increase,definitely increase,remain the same,will definitely increase,may increase,remain the same,remain the same,may increase,may increase,may decrease,very likely to increase,66d2ab029f1a518c6aa31141,678f24ca379c83cf1027cd28,66d2ab029f1a518c6aa31141,AWAITING REVIEW,Not Applicable,2025-01-21T04:38:37.992000Z,2025-01-21T04:40:33.063000Z,,2025-01-21T04:40:33.779197Z,116,NOCODE,205,English,Hinduism,Yes. Both public and private,31,Female,Asian,United States,United States,United States,Gujarati,No,Full-Time
1/21/2025 0:27,1/21/2025 0:29,IP Address,103.87.29.143,100,164,TRUE,1/21/2025 0:29,R_4QLZOy1aKS7saMb,,,,,19.1963,72.9675,anonymous,ZH-T,65fab0c4649e89285bc52c8e,somewhat believe,undergraduate (college/University),Once a few months,Yes,may decrease,may increase,very likely to decrease,may decrease,may decrease,remain the same,definitely increase,very likely to increase,very likely to increase,very likely to increase,may increase,very likely to increase,remain the same,remain the same,very likely to decrease,may decrease,65fab0c4649e89285bc52c8e,678f3024686172716f6ae876,65fab0c4649e89285bc52c8e,AWAITING REVIEW,Not Applicable,2025-01-21T05:27:06.016000Z,2025-01-21T05:30:04.640000Z,,2025-01-21T05:30:05.627099Z,179,NOCODE,110,"Hindi, English",Hinduism,Yes. Both public and private,23,Female,Asian,India,India,India,Hindi,No,Unemployed (and job seeking)
1/21/2025 0:32,1/21/2025 0:36,IP Address,24.130.155.136,100,292,TRUE,1/21/2025 0:36,R_187JUC5fZLrboch,,,,,37.9895,-121.8023,anonymous,ZH-T,5ec835235b660e2feced0aa3,somewhat believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,may decrease,remain the same,very likely to decrease,remain the same,definitely increase,very likely to increase,very likely to increase,may increase,remain the same,remain the same,remain the same,remain the same,may decrease,may increase,5ec835235b660e2feced0aa3,678f314560c2f41057c5c85b,5ec835235b660e2feced0aa3,AWAITING REVIEW,Not Applicable,2025-01-21T05:32:02.794000Z,2025-01-21T05:37:13.508000Z,,2025-01-21T05:37:14.148491Z,311,NOCODE,312,English,Hinduism,Yes. Both public and private,37,Female,Asian,United States,United States,United States,English,No,Full-Time
