,Submission id,Participant id,Status_x,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Religious affiliation,Fluent languages,Participation in regular religious activities,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,Status_y,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,1.1,1.2,1.3,Q33,4.1,4.2,8.1,8.2,5.1,5.2,6.1,6.2,7.1,7.2,3.1,3.2,10.1,10.2,9.1,9.2,PROLIFIC_PID
155,67c80536780e044d5a81b13e,61196260ae747a4f82d37217,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:02.951000Z,2025-03-05T08:07:14.190000Z,,2025-03-05T08:07:14.882564Z,252.0,NOCODE,610,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,32,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:05,2025-03-05 03:06:53,IP Address,41.150.36.4,100,227,True,2025-03-05 03:06:53,R_2ab4k1MSYwZtr1O,,,,,-26.2309,28.0583,anonymous,ZH-T,61196260ae747a4f82d37217,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,may increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,very likely to increase,61196260ae747a4f82d37217
156,67c80539f567292cf7c88654,653a727ef74072aa4240204a,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:05.713000Z,2025-03-05T08:09:04.035000Z,,2025-03-05T08:09:04.638362Z,359.0,NOCODE,391,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,24,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time,2025-03-05 03:03:44,2025-03-05 03:08:38,IP Address,102.220.208.239,100,294,True,2025-03-05 03:08:39,R_2uXNL0e4hyXfGYF,,,,,-29.8553,31.0428,anonymous,ZH-T,653a727ef74072aa4240204a,somewhat believe,undergraduate (college/University),Daily or more,Yes,may decrease,remain the same,remain the same,may increase,may decrease,remain the same,very likely to increase,very likely to increase,definitely increase,may increase,may increase,may increase,may increase,very likely to increase,may increase,definitely increase,653a727ef74072aa4240204a
157,67c8053a106a83f4441b74ef,5be064114c6bd000013368f3,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:06.308000Z,2025-03-05T08:14:39.031000Z,,2025-03-05T08:14:39.776468Z,693.0,NOCODE,695,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","German, English, Polish",Yes. Both public and private,70,Female,White,Poland,Poland,Poland,Polish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2025-03-05 03:03:29,2025-03-05 03:12:35,IP Address,45.151.216.34,100,545,True,2025-03-05 03:12:35,R_2IFeUnk6yPI1P0o,,,,,50.0849,18.2166,anonymous,ZH-T,5be064114c6bd000013368f3,strongly believe,middle school,Once a week,Yes,remain the same,very likely to increase,remain the same,very likely to increase,remain the same,definitely increase,definitely increase,definitely increase,may increase,very likely to increase,may increase,may increase,very likely to increase,remain the same,very likely to increase,very likely to increase,5be064114c6bd000013368f3
158,67c8053da9231a1b46f0e9aa,67698c3573d3cbf6add78578,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:19.991000Z,2025-03-05T08:30:46.712000Z,,2025-03-05T08:30:47.363144Z,1647.0,NOCODE,51,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Twi",Yes. Both public and private,26,Female,Black,Ghana,United Kingdom,Ghana,English,No,Part-Time,2025-03-05 03:03:25,2025-03-05 03:30:04,IP Address,51.14.75.3,100,1599,True,2025-03-05 03:30:05,R_2nFiufIXebilCk9,,,,,52.9538,-1.1571,anonymous,ZH-T,67698c3573d3cbf6add78578,strongly disbelieve,graduate school (postgraduate),Once a week,Yes,remain the same,very likely to increase,remain the same,may increase,may decrease,remain the same,definitely increase,very likely to increase,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,may decrease,may increase,67698c3573d3cbf6add78578
159,67c8053ee2f37eeaa9bad195,671d2b67cf2c6c3975a6d008,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:10.501000Z,2025-03-05T08:13:29.394000Z,,2025-03-05T08:13:30.128425Z,619.0,NOCODE,48,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Dutch, French, Galician, Swahili",Yes. Both public and private,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:16,2025-03-05 03:13:09,IP Address,137.215.99.61,100,592,True,2025-03-05 03:13:09,R_2S5SPr7dLgnpUAh,,,,,-25.757,28.1443,anonymous,ZH-T,671d2b67cf2c6c3975a6d008,strongly believe,undergraduate (college/University),Daily or more,Yes,may decrease,,may decrease,remain the same,very likely to decrease,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,may decrease,definitely increase,671d2b67cf2c6c3975a6d008
160,67c8053f85e85e9e10d71233,67abbb22f1294dff263ffa91,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:35.091000Z,2025-03-05T08:15:14.295000Z,,2025-03-05T08:15:15.020039Z,700.0,NOCODE,23,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,40,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:04:11,2025-03-05 03:10:25,IP Address,105.8.6.84,100,373,True,2025-03-05 03:10:25,R_2sZLtkXdL3U8vIc,,,,,-29,24,anonymous,ZH-T,67abbb22f1294dff263ffa91,strongly believe,undergraduate (college/University),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67abbb22f1294dff263ffa91
161,67c8054181fb9feed4c08edf,673f22b40fd3b38a4c000eea,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:23.849000Z,2025-03-05T08:10:11.590000Z,,2025-03-05T08:10:12.230832Z,408.0,NOCODE,25,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Swedish, Russian, Portuguese, Korean, Italian, Japanese, Hebrew, Greek, German, English, Dutch, Chinese, Afrikaans, Arabic, Czech, Croatian, French, Spanish, Thai, Vietnamese, Hindi",Yes. Both public and private,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:03:37,2025-03-05 03:09:19,IP Address,105.245.99.142,100,342,True,2025-03-05 03:09:20,R_2GvKwotwOQrjyAy,,,,,-25.757,28.1443,anonymous,ZH-T,673f22b40fd3b38a4c000eea,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,remain the same,remain the same,definitely increase,remain the same,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,673f22b40fd3b38a4c000eea
162,67c8054333c6f6fcfdb1d69a,6772f3de96527a9af64778fb,AWAITING REVIEW,Not Applicable,2025-03-05T08:05:24.521000Z,2025-03-05T08:12:43.742000Z,,2025-03-05T08:12:44.435328Z,440.0,NOCODE,50,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Chinese, German, French",Yes. Both public and private,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:05:29,2025-03-05 03:12:12,IP Address,41.150.34.235,100,402,True,2025-03-05 03:12:12,R_2QJuwuBhlWO9Nyy,,,,,-26.2309,28.0583,anonymous,ZH-T,6772f3de96527a9af64778fb,strongly disbelieve,undergraduate (college/University),Once a week,Yes,remain the same,may increase,definitely decrease,may increase,may decrease,remain the same,definitely increase,may increase,very likely to increase,may increase,may increase,may increase,very likely to increase,may increase,very likely to decrease,may increase,6772f3de96527a9af64778fb
163,67c80545d63b9b1b18c542dc,616add9b2e397369ee179517,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:17.520000Z,2025-03-05T08:06:19.265000Z,,2025-03-05T08:06:19.874529Z,182.0,NOCODE,593,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans",Yes. Both public and private,34,Female,White,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:22,2025-03-05 03:06:02,IP Address,41.135.2.169,100,160,True,2025-03-05 03:06:03,R_2NFs3hFJhxc8PYt,,,,,-26.2309,28.0583,anonymous,ZH-T,616add9b2e397369ee179517,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,616add9b2e397369ee179517
164,67c805462fb6bdd81ae88346,6670361dc14a62aa74565156,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:18.205000Z,2025-03-05T08:08:26.348000Z,,2025-03-05T08:08:27.190736Z,309.0,NOCODE,169,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, Dutch, Swahili, Other",Yes. Both public and private,23,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:49,2025-03-05 03:08:11,IP Address,105.245.162.74,100,262,True,2025-03-05 03:08:12,R_2ZFeGLzmH0SOTtv,,,,,-29.8553,31.0428,anonymous,ZH-T,6670361dc14a62aa74565156,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to increase,very likely to increase,may increase,very likely to increase,may increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,may increase,definitely increase,6670361dc14a62aa74565156
165,67c80549144c0913d8c338c8,669a76dde195c691fa19877b,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:26.743000Z,2025-03-05T08:06:38.121000Z,,2025-03-05T08:06:39.657200Z,192.0,NOCODE,178,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,25,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,2025-03-05 03:03:31,2025-03-05 03:06:25,IP Address,41.1.76.27,100,173,True,2025-03-05 03:06:25,R_2MQDQzdYEmQyZGY,,,,,-26.2309,28.0583,anonymous,ZH-T,669a76dde195c691fa19877b,somewhat believe,undergraduate (college/University),Once a few months,Yes,remain the same,remain the same,may decrease,remain the same,may increase,may increase,remain the same,remain the same,may decrease,may increase,may increase,may increase,may increase,remain the same,may decrease,may decrease,669a76dde195c691fa19877b
166,67c8054c62553010c5d38b73,672f5a6b7d0c48233877f617,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:24.130000Z,2025-03-05T08:07:09.450000Z,,2025-03-05T08:07:10.292442Z,226.0,NOCODE,50,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Albanian, Amharic, Arabic, Armenian, Basque, Bengali, Burmese, Czech, Chinese, Croatian, Dutch, English, Esperanto, Estonian, Farsi, Gaelic, Galician, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Lappish, Lithuanian, Malay, Maltese, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Somali, Spanish, Swedish, Swahili, Tagalog-Filipino, Tajik, Tibetan, Tongan, Turkish, Vietnamese, Cantonese, Mandarin, Gujarati, Punjabi",Yes. Both public and private,70,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:32,2025-03-05 03:06:32,IP Address,105.252.252.71,100,180,True,2025-03-05 03:06:33,R_2mdTbyNRFppwLCw,,,,,-29.8553,31.0428,anonymous,ZH-T,672f5a6b7d0c48233877f617,strongly believe,graduate school (postgraduate),Daily or more,Yes,very likely to increase,may increase,remain the same,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,,,may increase,very likely to increase,remain the same,remain the same,may increase,may increase,672f5a6b7d0c48233877f617
167,67c8054ea7b8e81ed5eec4c7,6752e1980dcfbca68df8455e,AWAITING REVIEW,Not Applicable,2025-03-05T08:05:35.174000Z,2025-03-05T08:13:12.071000Z,,2025-03-05T08:13:12.824010Z,457.0,NOCODE,104,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English, German, Portuguese, Other",Yes. Both public and private,23,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:05:39,2025-03-05 03:12:12,IP Address,41.150.34.235,100,392,True,2025-03-05 03:12:12,R_2JsVKs0JgDCKdNG,,,,,-26.2309,28.0583,anonymous,ZH-T,6752e1980dcfbca68df8455e,strongly disbelieve,undergraduate (college/University),Once a week,Yes,remain the same,remain the same,may decrease,may increase,may decrease,may increase,definitely increase,may increase,very likely to increase,may increase,may increase,very likely to increase,very likely to increase,may increase,may decrease,may increase,6752e1980dcfbca68df8455e
168,67c80550eb21142451dd0a99,6782536c40e943d894a40865,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:28.230000Z,2025-03-05T08:06:16.786000Z,,2025-03-05T08:06:17.519620Z,169.0,NOCODE,13,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Japanese, Korean, Portuguese, Russian, Spanish, Swahili, Tamil, Turkish",Yes. Both public and private,67,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:03:33,2025-03-05 03:05:54,IP Address,41.13.74.221,100,140,True,2025-03-05 03:05:55,R_28TBm8Ydx9SNTz6,,,,,-25.757,28.1443,anonymous,ZH-T,6782536c40e943d894a40865,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,may increase,definitely increase,may increase,definitely increase,may increase,definitely increase,may increase,definitely increase,definitely increase,definitely increase,very likely to increase,definitely increase,definitely increase,6782536c40e943d894a40865
169,67c805534e28495841785d73,6666fe99fb6aca03001cf5fb,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:31.718000Z,2025-03-05T08:09:10.351000Z,,2025-03-05T08:23:31.034816Z,339.0,NOCODE,190,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Arabic, Chinese, English, French, Greek",Yes. Both public and private,25,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:36,2025-03-05 03:08:24,IP Address,41.150.253.245,100,287,True,2025-03-05 03:08:24,R_2kXDeMwNbJX5KOH,,,,,-25.757,28.1443,anonymous,ZH-T,6666fe99fb6aca03001cf5fb,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,6666fe99fb6aca03001cf5fb
170,67c8055482e52c0fe5080714,615ac7798523e99c564cd526,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:40.835000Z,2025-03-05T08:08:52.120000Z,,2025-03-05T08:08:52.739055Z,312.0,NOCODE,465,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,34,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:44,2025-03-05 03:08:36,IP Address,197.94.82.83,100,292,True,2025-03-05 03:08:37,R_2GDQUBxfp6BYT9n,,,,,-26.2309,28.0583,anonymous,ZH-T,615ac7798523e99c564cd526,strongly believe,graduate school (postgraduate),Once a month,Yes,remain the same,very likely to increase,remain the same,may decrease,remain the same,remain the same,definitely increase,may increase,definitely increase,may increase,very likely to increase,very likely to increase,definitely increase,may increase,remain the same,may decrease,615ac7798523e99c564cd526
171,67c80554d4c25357b5d38551,60db740bf9024dd63998d1ff,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:32.090000Z,2025-03-05T08:11:21.223000Z,,2025-03-05T08:11:21.887493Z,410.0,NOCODE,628,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, Afrikaans",Yes. Both public and private,26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:39,2025-03-05 03:10:15,IP Address,196.45.19.221,100,335,True,2025-03-05 03:10:15,R_2lSdz8HsF1Srhf3,,,,,-33.9506,25.6228,anonymous,ZH-T,60db740bf9024dd63998d1ff,strongly believe,undergraduate (college/University),Once a week,Yes,may decrease,may increase,may decrease,remain the same,definitely decrease,very likely to decrease,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to decrease,may decrease,60db740bf9024dd63998d1ff
172,67c80555e2f37eeaa9bad1bf,5faf92156055b1232afd56b9,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:33.578000Z,2025-03-05T08:06:43.012000Z,,2025-03-05T08:06:43.595665Z,190.0,NOCODE,745,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Polish, English",Yes. Both public and private,25,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,2025-03-05 03:03:35,2025-03-05 03:06:14,IP Address,213.134.175.119,100,158,True,2025-03-05 03:06:15,R_2RexA6RHRuqxulP,,,,,52.232,20.9944,anonymous,ZH-T,5faf92156055b1232afd56b9,somewhat believe,graduate school (postgraduate),Once a month,Yes,remain the same,remain the same,may decrease,remain the same,remain the same,remain the same,very likely to increase,may increase,may decrease,remain the same,may increase,may increase,may increase,may increase,may decrease,may decrease,5faf92156055b1232afd56b9
173,67c8055c336acde4dc2b97ac,67866591b535828d6ef7a1c2,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:40.590000Z,2025-03-05T08:08:04.198000Z,,2025-03-05T08:08:04.782081Z,264.0,NOCODE,62,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, Dutch, English, Korean",Yes. Both public and private,55,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:03:44,2025-03-05 03:06:13,IP Address,41.150.217.221,100,148,True,2025-03-05 03:06:13,R_2PQ1lDmorEgPSzn,,,,,-25.757,28.1443,anonymous,ZH-T,67866591b535828d6ef7a1c2,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,may increase,remain the same,may increase,remain the same,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,may increase,67866591b535828d6ef7a1c2
174,67c8055d81fb9feed4c08f0f,67698456e0096bf48ff64895,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:52.589000Z,2025-03-05T08:16:11.821000Z,,2025-03-05T08:16:12.404042Z,740.0,NOCODE,26,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,29,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,2025-03-05 03:03:58,2025-03-05 03:10:32,IP Address,145.224.66.164,100,394,True,2025-03-05 03:10:33,R_2TBpqqmg87NW5n8,,,,,51.5081,-0.1278,anonymous,ZH-T,67698456e0096bf48ff64895,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67698456e0096bf48ff64895
175,67c8055d81fb9feed4c08f0f,67698456e0096bf48ff64895,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:52.589000Z,2025-03-05T08:16:11.821000Z,,2025-03-05T08:16:12.404042Z,740.0,NOCODE,26,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,29,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,2025-03-05 03:11:27,2025-03-05 03:12:57,IP Address,145.224.66.164,100,90,True,2025-03-05 03:12:58,R_84BEdb6mHXBGKel,,,,,51.5081,-0.1278,anonymous,ZH-T,67698456e0096bf48ff64895,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67698456e0096bf48ff64895
176,67c8055d81fb9feed4c08f0f,67698456e0096bf48ff64895,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:52.589000Z,2025-03-05T08:16:11.821000Z,,2025-03-05T08:16:12.404042Z,740.0,NOCODE,26,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,29,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,2025-03-05 03:14:22,2025-03-05 03:16:07,IP Address,145.224.66.164,100,105,True,2025-03-05 03:16:08,R_8D6SHBBsJLIFyIe,,,,,51.5081,-0.1278,anonymous,ZH-T,67698456e0096bf48ff64895,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,67698456e0096bf48ff64895
177,67c805601670c193e93a9ca7,672e4d6974dacda67046dd6a,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:44.315000Z,2025-03-05T08:09:06.222000Z,,2025-03-05T08:09:07.107437Z,322.0,NOCODE,137,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","English, German",Yes. Both public and private,19,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),2025-03-05 03:04:49,2025-03-05 03:08:39,IP Address,196.21.175.1,100,230,True,2025-03-05 03:08:40,R_2ImUaAtRq1e0Nxf,,,,,-25.8677,29.2319,anonymous,ZH-T,672e4d6974dacda67046dd6a,strongly believe,undergraduate (college/University),Once a week,Yes,remain the same,very likely to increase,may increase,very likely to increase,may increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,very likely to increase,remain the same,remain the same,may increase,very likely to increase,672e4d6974dacda67046dd6a
178,67c805616a648f64880349c9,6780234f642c8dfbe6eb9d1e,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:45.896000Z,2025-03-05T08:17:39.752000Z,,2025-03-05T08:17:40.283081Z,834.0,NOCODE,83,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,30,Female,White,Kenya,United Kingdom,United Kingdom,English,No,Part-Time,2025-03-05 03:03:53,2025-03-05 03:16:46,IP Address,85.255.232.206,100,772,True,2025-03-05 03:16:46,R_2a9LCFZp7ISY2Ut,,,,,51.4964,-0.1224,anonymous,ZH-T,6780234f642c8dfbe6eb9d1e,strongly believe,graduate school (postgraduate),Once a week,Yes,remain the same,remain the same,may increase,may increase,remain the same,remain the same,very likely to increase,may increase,may increase,remain the same,may increase,may increase,may increase,remain the same,remain the same,may increase,6780234f642c8dfbe6eb9d1e
179,67c805696802a674945b06af,672728f86fb657ed5aee424b,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:53.682000Z,2025-03-05T08:14:31.778000Z,,2025-03-05T08:14:32.592200Z,639.0,NOCODE,126,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)","Afrikaans, English",Yes. Both public and private,45,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:06:02,2025-03-05 03:11:03,IP Address,41.150.227.49,100,300,True,2025-03-05 03:11:04,R_8fWNjW09oM9G3w5,,,,,-26.2309,28.0583,anonymous,ZH-T,672728f86fb657ed5aee424b,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,definitely increase,remain the same,remain the same,remain the same,remain the same,definitely increase,definitely increase,remain the same,remain the same,definitely increase,definitely increase,definitely increase,definitely increase,remain the same,definitely increase,672728f86fb657ed5aee424b
180,67c8056b90e2261ca6181a67,66714c2440363e99e3aed3a3,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:55.671000Z,2025-03-05T08:11:49.754000Z,,2025-03-05T08:11:50.404765Z,475.0,NOCODE,61,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,43,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2025-03-05 03:04:07,2025-03-05 03:10:30,IP Address,41.150.254.66,100,382,True,2025-03-05 03:10:31,R_236XRe1WH3PPXYT,,,,,-25.757,28.1443,anonymous,ZH-T,66714c2440363e99e3aed3a3,strongly believe,graduate school (postgraduate),Daily or more,Yes,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,66714c2440363e99e3aed3a3
181,67c8056e16ff60ca21eec553,6495a5f76daf70e418baf5f7,AWAITING REVIEW,Not Applicable,2025-03-05T08:04:08.152000Z,2025-03-05T08:07:05.307000Z,,2025-03-05T08:07:06.064199Z,178.0,NOCODE,280,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,25,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Part-Time,2025-03-05 03:04:14,2025-03-05 03:06:52,IP Address,105.184.29.35,100,158,True,2025-03-05 03:06:52,R_2aLk4TffijXDYtx,,,,,-29.6159,30.3839,anonymous,ZH-T,6495a5f76daf70e418baf5f7,strongly believe,undergraduate (college/University),Once a week,Yes,may increase,very likely to increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,definitely increase,very likely to increase,very likely to increase,may increase,may increase,very likely to increase,definitely increase,6495a5f76daf70e418baf5f7
182,67c8056eeb4124df80869d13,6741ccf698910f2a1cf809e5,AWAITING REVIEW,Not Applicable,2025-03-05T08:03:58.678000Z,2025-03-05T08:22:16.811000Z,,2025-03-05T08:22:17.642551Z,1099.0,NOCODE,41,"Christianity (e.g. Baptist, Church of England, Roman Catholic, Methodist, Jehovah Witness,  etc.)",English,Yes. Both public and private,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,2025-03-05 03:04:02,2025-03-05 03:12:49,IP Address,196.39.155.146,100,526,True,2025-03-05 03:12:50,R_2DMCSgtwTqpy5w9,,,,,-26.1,28.25,anonymous,ZH-T,6741ccf698910f2a1cf809e5,strongly believe,graduate school (postgraduate),Daily or more,Yes,remain the same,may increase,may decrease,very likely to increase,remain the same,very likely to increase,definitely increase,definitely increase,definitely increase,may increase,definitely increase,definitely increase,definitely increase,very likely to increase,remain the same,very likely to increase,6741ccf698910f2a1cf809e5
